label	col_00	col_01	col_02	col_03	col_04	col_05	col_06	col_07	col_08	col_09	col_10	col_11	col_12	col_13
3	347 m/s	0.3022	rat	bird	Lise	1515	1.492	ferret	1500	42	1483	2.2754	1382	-86 mph
4	897 m/s	0.7888	fish	rabbit	Sam, Chris	1871	0.5824	hamster	134	-639	591	-0.2621	2372	30 mph
4	?	0.6456	fish	chicken	Vani	479	-0.1716	hamster	-342	-1226	321	-0.1764	2267	387 mph
3	720 m/s	0.5607	bird	hamster	Lise	783	N/A	rabbit	2128	1323	648	0.4697	212	951 mph
3	40 m/s	1.7756	hamster	bird	Lise	1042	1.3473	ferret	NULL	-2037	558	1.035	445	866 mph
4	66 m/s	0.5292	Cat	pig, rat	Chris	429	-0.3175	HAMSTER	1480	337	639	0.1462	1900	1194 mph
3	2284 m/s	-0.5705	reptile	bird	Lise	950	0.9303	ferret	1281	-1083	1215	-0.0516	200	570 mph
2	1320 m/s	N/A	guinea pig	ferret	Fabrice	496	1.7316	NULL	-746	876	1599	-0.0343	-800	621 mph
1	-483 m/s	0.2116	reptile	pig, rat	Tony, Andrew	-213	-0.7077	rat	1057	1232	1919	0.1373	-386	9 mph
2	2678 m/s	1.5648	chicken	Ferret	Fabrice	591	1.2657	pig	121	1770	135	-0.7739	908	-167 mph
0	232 m/s	2.4036	cat	cat, reptile, rabbit	Reilly	95	-0.2709	dog	363	859	1134	1.0537	-41	364 mph
0	1068 m/s	0.8694	pig	dog	Reilly	-664	-0.5098	pig	463	1388	20	-0.4565	38	388 mph
4	899 m/s	1.2075	fish	chicken	Vani	-630	0.1448	hamster	-113	-636	-26	0.1404	665	364 mph
4	729 m/s	-0.3851	fish	guinea pig	Sam, Chris	-676	-0.4085	rabbit	471	587	-324	-1.04	998	951 mph
3	1224 m/s	0.0924	bird	bird	Lise	-68	1.9552	rat	1214	88	214	-1.3201	-51	775 mph
1	666 m/s	0.1242	rabbit	pig, fish	Tony	1597	1.4768	fish	400	188	1175	1.6543	-152	1092 mph
1	1098 m/s	1.2682	REPTILE	rat	Andrew	667	0.0147	fish	1233	1808	2060	-0.6755	-507	1113 mph
0	265 m/s	-0.337	pig	reptile	Reilly	1281	-0.4285	reptile	1037	609	947	0.9466	-134	-104 mph
3	1566 m/s	0.1425	bird	hamster	Lise	1470	0.1704	rabbit	-883	764	859	1.3863	-912	-243 mph
3	-547 m/s	-0.364	rat	hamster	Lise	324	0.2808	rabbit	1159	668	1400	-1.3739	-622	304 mph
3	241 m/s	0.3328	hamster	bird	Lise	224	1.6887	ferret	857	-666	-394	0.4073	-1298	1335 mph
2	1056 m/s	0.6649	dog	ferret	Michael	44	0.7981	PIG	927	1657	809	0.9635	-795	145 mph
1	197 m/s	0.2078	rabbit	fish	Andrew, Tony	1083	0.8255	guinea pig	1329	697	1772	0.9748	162	-863 mph
0	?	1.7712	cat	rabbit, dog	Reilly	-1142	0.2245	bird	-705	740	450	0.6126	2066	189 mph
3	1269 m/s	1.4014	bird	bird	Lise	-1523	0.2106	rabbit	1107	112	303	-0.5055	NULL	1221 mph
1	2108 m/s	1.7297	rabbit	pig	Eriq	-995	-0.1513	guinea pig	141	1625	958	0.3699	488	1338 mph
2	1125 m/s	1.6424	chicken	ferret	Michael, Inan	628	0.838	pig	944	708	677	-0.3715	-336	241 mph
4	655 m/s	1.2765	fish	chicken	Vani, Sam	455	-0.2254	hamster	457	587	1158	-1.3961	2314	1935 mph
3	182 m/s	1.0251	ferret	bird	Lise	392	1.4572	rabbit	573	545	None	0.5315		-580 mph
4	558 m/s	2.0584	cat	guinea pig	Chris, Vani	-880	0.4524	hamster	536	-316	208	0.7752	-1348	2041 mph
2	280 m/s	1.678	dog	ferret	Inan, Fabrice	N/A	1.8039	pig	27	675	1581	1.1673	2139	-829 mph
4	-230 m/s	0.9408	fish	guinea pig	Chris, Vani	772	-0.1145	hamster	-265	701	293	1.0223	1175	-190 mph
2	1586 m/s	-0.9099	guinea pig	ferret	Fabrice, Inan	259	0.3488	pig	878	-27	-38	1.1919	-492	-450 mph
1	-335 m/s	0.8797	chicken	rat	Eriq, Tony	-338	0.9042	fish	359	672	1025	-1.2876	1263	1685 mph
2	1944 m/s	1.7612	dog	ferret	Inan, Fabrice	259	0.8208	pig	954	1988	1171	1.0237	-916	2211 mph
1	957 m/s	1.5522	reptile	fish	Andrew, Eriq	623	0.9449	guinea pig	600	1622	-17	-0.8688	255	n/a
1	387 m/s	1.4689	rabbit	rat, fish	Tony	446	0.1511	chicken	833	1994	1430	-0.3583	-510	183 mph
4	-43 m/s	-0.6199	fish	chicken	Vani, Chris	-141	0.405	hamster	1066	-883	422	0.1785	1450	1162 mph
2	684 m/s	2.5761	chicken	ferret	Fabrice	1473	1.0577	pig	-63	-92	1397	-0.6717	-1335	1422 mph
0	-497 m/s	1.3517	chicken	reptile	Vani, Chris	570	1.4189	rat	-220	288	676	2.5458	501	1890 mph
1	-115 m/s	0.7402	rabbit	fish	Eriq, Andrew	-873	-1.7841	hamster	749	1979	130	-1.0791	-269	1576 mph
0	1528 m/s	2.3352	cat	dog, rabbit	Vani	-125	-0.5061	dog	-335	2322	784	0.5718	818	1350 mph
2	375 m/s	2.0085	ferret	ferret	Fabrice, Inan	890	1.785	pig	580	1715	1291	-0.8153	948	-597 mph
3	1320 m/s	0.5263	rat	bird	Lise	1262	1.2127	ferret	1082	-152	-204	0.6751	-93	1818 mph
2	2114 m/s	1.4253	fish	ferret	Inan, Michael	717	0.9771	pig	-679	764	933	0.3261	-602	-574 mph
0	2574 m/s	0.4008	cat	cat, rabbit	Reilly	395	-0.8032	BIRD	690	882	870	0.887	-15	561 mph
3	-24 m/s	1.1962	rat	hamster	Lise	1361	0.8331	rabbit	347	1797	-221	1.6168	35	476 mph
0	-449 m/s	-0.1156	rabbit	reptile	Reilly	-862	0.5144	Dog	-971	-397	530	-0.0756	1577	920 mph
4	1847 m/s	0.5525	fish	guinea pig	Sam, Vani	476	-0.3618	hamster	-414	304	-866	-0.047	1255	149 mph
2	224 m/s	-0.576	chicken	ferret	Inan	1573	0.3169	pig	593	-981	-239	2.061	569	-1477 mph
0	38 m/s	2.3136	pig	cat, reptile	Reilly	-1311	1.4705	dog	-47	1881	-213	-0.6834	-121	845 mph
0	231 m/s	0.5237	pig	cat, rabbit	?	-1126		bird	-502	1030	820	0.2564	890	76 mph
4	-290 m/s	1.3519	fish	guinea pig	Vani, Sam	925	0.4207	hamster	1142	-608	509	-1.6021	715	-246 mph
0	-347 m/s	0.6276	rabbit	rabbit, dog, cat	Reilly	-1248	0.3124	guinea pig	324	-384	42	-0.1419	1455	1282 mph
1	1106 m/s	0.9672	guinea pig	fish, rat	Eriq	373	0.2962	ferret	236	1833	781	0.1218	-411	4 mph
2	1331 m/s	0.0197	rabbit	ferret	Michael	-93	1.9716	pig	526	-524	-13	0.5551	-1887	841 mph
0	-282 m/s	0.3168	pig	reptile, rabbit	Reilly	-928	0.7901	dog	-1042	151	292	1.9219	-1092	147 mph
4	903 m/s	-0.2432	pig	chicken	Vani	310	-0.2567	hamster	-314	-1617	201	1.3033	1910	-287 mph
0	-154 m/s	1.5156	cat	reptile, rabbit	Reilly	-1094	0.8842	bird	?	1076	1043	-1.1847	97	962 mph
4	1187 m/s	1.0098	fish	guinea pig	Chris, Sam	205	0.0279	hamster	1645	649	303	1.386	1167	236 mph
1	436 m/s	1.1623	rabbit	fish, rat	Tony, Andrew	2967	-0.9775	reptile	-191	1071	215	0.818	-274	96 mph
4	-258 m/s	1.5793	dog	chicken	Vani	-137	-0.0824	hamster	1703	-1190	639	0.1383	1474	1004 mph
0	-1011 m/s	-0.0442	pig	dog, reptile	Reilly	-1106	0.4828	bird	652	1034	69	-0.1143	1843	-913 mph
1	862 m/s	0.1533	hamster	fish	n/a	-211	0.1693	fish	1211	1950	1277	0.2327	277	1892 mph
4	164 m/s	1.6428	Fish	ferret	Vani	1528	2.0151	hamster	344	579	1144	-0.0592	1425	985 mph
2	1883 m/s	2.1502	chicken	ferret	Michael	1045	0.3612	pig	-189	1528	417	0.045	-99	151 mph
2	357 m/s	-0.1197	dog	ferret	Fabrice, Michael	1618	0.2092	pig	857	353	1538	0.4539	744	2048 mph
3	1525 m/s	-0.4236	ferret	bird	Lise	649	0.249	pig	-696	-134	487	-0.8299	242	557 mph
0	48 m/s	0.9169	cat	RABBIT, DOG	Reilly	1202	1.2305	bird	486	1241	133	2.6751	652	1005 mph
4	1341 m/s	0.0375	fish	Chicken	Chris, Vani	518	1.0751	hamster	824	-284	-503	0.3714	1175	1433 mph
3	770 m/s	0.2711	ferret	hamster	Lise	-16	0.7673	rabbit	1426	1445	-23	2.4679	2168	1095 mph
3	1542 m/s	0.053	hamster	hamster	Lise	1239	1.2108	ferret	738	-1259	464	0.9086	-59	1786 mph
2	1065 m/s	0.8676	chicken	ferret	Fabrice	281	1.4073	pig	1093	362	1645	1.8873	1041	-504 mph
2	838 m/s	2.7688	chicken	ferret	Michael	1160	-1.1667	pig	1266	163	363	0.5865	165	1920 mph
0	1465 m/s	0.597	pig	cat	Andrew, Eriq	?	0.6012	bird	-1115	960	-89	-1.2003	942	-521 mph
0	533 m/s	2.3462	None	cat, rabbit, dog	Reilly	837	0.4374	BIRD	1939	-752	649	-0.983	1073	1082 mph
2	843 m/s	1.8431	fish	ferret	Michael, Inan	1889	0.8045	pig	1490	1056	851	-1.1506	966	291 mph
0	-366 m/s	0.4979		dog, cat	Reilly	-49	1.0086	dog	2798	-601	418	-1.2849	-291	1227 mph
0	331 m/s	0.283	hamster	reptile, rabbit, cat	Reilly	-312	0.5258	dog	1145	1057	315	1.7803	1383	1530 mph
3	1993 m/s	1.8748	fish	hamster	Reilly	836	1.7828	ferret		599	795	1.4843	-762	-241 mph
2	1381 m/s	1.1659	reptile	ferret	Fabrice	545	-0.3384	pig	1375	854	1159	0.988	-493	117 mph
2	146 m/s	1.6148	chicken	ferret	Fabrice, Michael	1760	-0.0577	pig	1348	545	1506	-0.4379	1018	310 mph
3	1178 m/s	0.8098	RAT	bird	Lise	832	-0.2029	rabbit	-659	?	87	1.6238	-471	182 mph
3	491 m/s	-0.9347	bird	bird	Lise	-41	1.7913	rabbit	1970	-658	325	1.9597	-886	1027 mph
4	359 m/s	0.777	fish	guinea pig	Vani, Sam	-483	1.3249	hamster	-324	-94	-279	-0.0241	1136	1614 mph
1	1074 m/s	-0.2336	reptile	rat	Tony, Eriq	291	1.0548	rat	1649	1698	846	-0.4034	282	858 mph
0	629 m/s	2.5289	bird	dog, rabbit, reptile	Reilly	-176	0.9487	dog	202	1213	None	0.4239	72	500 mph
0	-509 m/s	2.4666	cat	cat	Reilly	304	-0.5559	bird	117	2049	268	0.2482	-747	331 mph
3	1084 m/s	-0.2451	bird	bird	Lise	390	-0.0415	ferret	-434	73	-458	2.8373	-892	319 mph
1	-656 m/s	0.6549	reptile	rat	Eriq, Tony	703	0.5999	chicken	-149	995	835	0.5594	748	965 mph
3	1405 m/s	0.3679	bird	bird	Lise	859	0.9105	rabbit	1684	497	526	0.9863	-279	1356 mph
0	-54 m/s	0.7425	Pig	rabbit	Tony, Eriq	604	1.2936	bird	-129	1923	374	1.4414	1014	1543 mph
0	841 m/s	0.8612	pig	rabbit, dog, cat	Reilly	58	0.9146	bird	1291	-609	466	-0.5643	-129	287 mph
4	75 m/s	-0.2218	fish	guinea pig	Sam, Chris	985	1.2193	HAMSTER	702	?	-442	-0.5731	1037	863 mph
0	-222 m/s	1.2032	pig	dog, cat, reptile	Reilly	423	1.9005	dog	1361	1017	1789	1.0554	275	667 mph
0	1400 m/s	0.9985	pig	dog	Reilly	-20	0.5137	dog	1352	-24	-673	-0.282	1283	346 mph
